id,Umur,Kelas Pekerja,Berat Akhir,Pendidikan,Jmlh Tahun Pendidikan,Status Perkawinan,Pekerjaan,Jenis Kelamin,Keuntungan Kapital,Kerugian Capital,Jam per Minggu,Gaji
9914,21,Pemerintah Lokal,256356,Pendidikan Tinggi,10,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,25.0,<=7jt
9915,26,Pemerintah Negara,294400,SMA,9,Menikah,Penjaga,Laki2,0.0,0.0,38.0,<=7jt
9916,32,Wiraswasta,385959,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,50.0,<=7jt
9917,49,Pemerintah Negara,194895,Sarjana,13,Cerai,Spesialis,Laki2,0.0,0.0,40.0,<=7jt
9918,63,?,401531,1st-4th,2,Menikah,?,Laki2,0.0,0.0,35.0,<=7jt
9919,24,Wiraswasta,440138,SMA,9,Belum Pernah Menikah,Asisten Rumah Tangga,Perempuan,0.0,0.0,45.0,<=7jt
9920,29,Wiraswasta,32897,SMA,9,Cerai,Servis Lainnya,Perempuan,0.0,0.0,25.0,<=7jt
9921,21,Wiraswasta,370990,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,40.0,<=7jt
9922,25,Wiraswasta,68302,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
9923,50,Wiraswasta,230951,Sarjana,13,Menikah,Sales,Laki2,0.0,0.0,40.0,<=7jt
9924,62,Pekerja Bebas Perusahaan,200577,Master,14,Menikah,Sales,Laki2,0.0,0.0,45.0,>7jt
9925,45,Wiraswasta,168038,Sarjana,13,Cerai,Sales,Laki2,0.0,0.0,60.0,>7jt
9926,20,Wiraswasta,217467,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,<=7jt
9927,22,Wiraswasta,243923,SMA,9,Menikah,Supir,Laki2,0.0,0.0,80.0,<=7jt
9928,26,Wiraswasta,89648,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,50.0,<=7jt
9929,29,Wiraswasta,231507,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,35.0,<=7jt
9930,35,Pemerintah Lokal,668319,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,24360000.0,80.0,<=7jt
9931,59,Wiraswasta,168416,SMA,9,Menikah LDR,Asisten Rumah Tangga,Perempuan,0.0,0.0,36.0,<=7jt
9932,32,Wiraswasta,52537,Pendidikan Tinggi,10,Belum Pernah Menikah,Tech-support,Laki2,0.0,0.0,38.0,<=7jt
9933,42,Wiraswasta,243380,Master,14,Cerai,Sales,Laki2,0.0,0.0,50.0,<=7jt
9934,33,Wiraswasta,99309,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,50.0,<=7jt
9935,50,Wiraswasta,27484,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,50.0,>7jt
9936,39,Wiraswasta,185053,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Perempuan,0.0,0.0,40.0,<=7jt
9937,56,Wiraswasta,204816,SMA,9,Menikah,Sales,Laki2,0.0,0.0,55.0,>7jt
9938,32,Wiraswasta,262153,SMA,9,Cerai,Perbaikan Kerajinan,Laki2,0.0,0.0,35.0,<=7jt
9939,37,Wiraswasta,202027,Master,14,Menikah,Pemuka Agama,Laki2,107632000.0,0.0,50.0,>7jt
9940,29,Wiraswasta,197382,11th,7,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,45.0,<=7jt
9941,22,Wiraswasta,406978,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,<=7jt
9942,38,Wiraswasta,276552,Pendidikan Tinggi,10,Menikah,Spesialis,Laki2,0.0,0.0,50.0,<=7jt
9943,20,Wiraswasta,228709,Pendidikan Tinggi,10,Menikah,Pembersih,Laki2,0.0,0.0,40.0,<=7jt
9944,51,Wiraswasta,88856,Master,14,Menikah,Ekesekutif Managerial,Laki2,0.0,33810000.0,40.0,>7jt
9945,47,Wiraswasta,184169,Sarjana,13,Cerai,Pemuka Agama,Perempuan,0.0,0.0,35.0,<=7jt
9946,31,Wiraswasta,141817,Sarjana,13,Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,<=7jt
9947,45,Pemerintah Provinsi,109598,SMA,9,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,40.0,<=7jt
9948,50,Wiraswasta,165001,Master,14,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,>7jt
9949,21,Wiraswasta,315303,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,20.0,<=7jt
9950,39,Wiraswasta,48063,12th,8,Menikah,Pembersih,Laki2,0.0,0.0,32.0,<=7jt
9951,33,Pemerintah Provinsi,26543,D4,11,Menikah,Tech-support,Laki2,0.0,0.0,40.0,>7jt
9952,31,Wiraswasta,361497,7th-8th,4,Belum Pernah Menikah,Petani,Laki2,0.0,0.0,60.0,<=7jt
9953,33,?,98145,Pendidikan Tinggi,10,Cerai,?,Laki2,0.0,0.0,30.0,<=7jt
9954,45,Wiraswasta,229967,SMA,9,Cerai,Ekesekutif Managerial,Laki2,189700000.0,0.0,50.0,>7jt
9955,37,Wiraswasta,123104,Doktor,16,Menikah,Spesialis,Laki2,0.0,0.0,40.0,<=7jt
9956,26,Wiraswasta,917220,12th,8,Belum Pernah Menikah,Supir,Laki2,0.0,0.0,40.0,<=7jt
9957,19,Wiraswasta,131615,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,<=7jt
9958,67,?,165103,Sarjana,13,Menikah,?,Laki2,0.0,30436000.0,50.0,>7jt
9959,42,Wiraswasta,251229,Sarjana,13,Menikah,Supir,Laki2,0.0,0.0,40.0,<=7jt
9960,21,Wiraswasta,117210,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,45.0,<=7jt
9961,48,Wiraswasta,107231,Sarjana,13,Menikah,Spesialis,Laki2,0.0,0.0,40.0,<=7jt
9962,23,Wiraswasta,299047,Sarjana,13,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,40.0,<=7jt
9963,32,Wiraswasta,197457,SMA,9,Cerai,Tech-support,Perempuan,20594000.0,0.0,38.0,<=7jt
9964,22,Wiraswasta,194096,Sarjana,13,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,20.0,<=7jt
9965,40,Wiraswasta,202565,D3,12,Menikah,Sales,Laki2,0.0,0.0,52.0,<=7jt
9966,34,Wiraswasta,737315,Sekolah Professional,15,Menikah,Spesialis,Laki2,0.0,0.0,65.0,>7jt
9967,34,Pemerintah Provinsi,23940,Pendidikan Tinggi,10,Cerai,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,<=7jt
9968,60,Pemerintah Provinsi,608441,SMA,9,Menikah,Supir,Laki2,0.0,0.0,40.0,<=7jt
9969,44,Wiraswasta,107218,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,<=7jt
9970,57,Pekerja Bebas Bukan Perusahan,771836,D3,12,Cerai,Spesialis,Laki2,0.0,0.0,40.0,<=7jt
9971,46,Pemerintah Provinsi,349230,D4,11,Menikah,Tech-support,Laki2,0.0,25872000.0,40.0,>7jt
9972,61,?,451327,Sarjana,13,Menikah,?,Laki2,0.0,0.0,24.0,>7jt
9973,26,Wiraswasta,269060,SMA,9,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
9974,41,Wiraswasta,176069,SMA,9,Berpisah,Mesin Inspeksi,Perempuan,0.0,0.0,40.0,<=7jt
9975,42,Wiraswasta,143582,7th-8th,4,Menikah,Servis Lainnya,Perempuan,0.0,0.0,48.0,<=7jt
9976,28,Pemerintah Provinsi,72514,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,72.0,<=7jt
9977,54,Pemerintah Lokal,105788,Master,14,Cerai,Spesialis,Perempuan,0.0,0.0,37.0,>7jt
9978,43,Wiraswasta,343591,Master,14,Cerai,Ekesekutif Managerial,Perempuan,0.0,0.0,50.0,<=7jt
9979,24,Wiraswasta,211391,10th,6,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,15.0,<=7jt
9980,23,Wiraswasta,33884,Pendidikan Tinggi,10,Berpisah,Sales,Perempuan,0.0,0.0,40.0,<=7jt
9981,30,Pekerja Bebas Bukan Perusahan,65278,D3,12,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
9982,34,Pemerintah Lokal,284843,SMA,9,Belum Pernah Menikah,Petani,Laki2,8316000.0,0.0,60.0,<=7jt
9983,55,Pekerja Bebas Bukan Perusahan,124975,SMA,9,Cerai,Perbaikan Kerajinan,Laki2,389592000.0,0.0,55.0,>7jt
9984,49,Wiraswasta,393715,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,210336000.0,0.0,50.0,>7jt
9985,30,Pemerintah Lokal,177828,Sarjana,13,Berpisah,Spesialis,Laki2,0.0,0.0,40.0,<=7jt
9986,36,Wiraswasta,201519,Pendidikan Tinggi,10,Cerai,Servis Lainnya,Perempuan,0.0,0.0,40.0,<=7jt
9987,21,?,207782,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Laki2,0.0,0.0,30.0,<=7jt
9988,56,Pekerja Bebas Bukan Perusahan,183580,Sarjana,13,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,30.0,<=7jt
9989,28,?,78388,10th,6,Belum Pernah Menikah,?,Perempuan,0.0,0.0,38.0,<=7jt
9990,33,Wiraswasta,321709,D3,12,Menikah,Servis Lainnya,Perempuan,0.0,0.0,15.0,>7jt
9991,40,Wiraswasta,235786,SMA,9,Berpisah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
9992,35,Wiraswasta,275522,7th-8th,4,Janda,Servis Lainnya,Perempuan,0.0,0.0,80.0,<=7jt
9993,46,Wiraswasta,254672,Pendidikan Tinggi,10,Belum Pernah Menikah,Mesin Inspeksi,Perempuan,32956000.0,0.0,40.0,<=7jt
9994,42,Pekerja Bebas Bukan Perusahan,351161,Sarjana,13,Menikah,Spesialis,Laki2,0.0,26418000.0,40.0,>7jt
9995,38,Wiraswasta,304651,SMA,9,Cerai,Supir,Laki2,0.0,0.0,60.0,<=7jt
9996,35,Wiraswasta,160910,Pendidikan Tinggi,10,Menikah,Sales,Laki2,0.0,0.0,50.0,<=7jt
9997,40,Wiraswasta,76625,SMA,9,Cerai,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
9998,88,Pekerja Bebas Bukan Perusahan,263569,11th,7,Menikah,Petani,Laki2,89852000.0,0.0,40.0,>7jt
9999,46,Pekerja Bebas Perusahaan,181413,D3,12,Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,<=7jt
10000,26,Wiraswasta,266912,SMA,9,Menikah,Sales,Laki2,0.0,0.0,50.0,>7jt
10001,32,Wiraswasta,148207,D4,11,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
10002,23,Wiraswasta,134045,D4,11,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
10003,28,Wiraswasta,162994,Sarjana,13,Menikah,Tech-support,Laki2,0.0,0.0,40.0,<=7jt
10004,42,Wiraswasta,306982,Sarjana,13,Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,>7jt
10005,17,Wiraswasta,242871,10th,6,Belum Pernah Menikah,Sales,Perempuan,8316000.0,0.0,12.0,<=7jt
10006,28,Wiraswasta,375313,SMA,9,Belum Pernah Menikah,Tech-support,Laki2,0.0,0.0,50.0,<=7jt
10007,27,Wiraswasta,135001,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
10008,46,Wiraswasta,143542,11th,7,Janda,Mesin Inspeksi,Laki2,0.0,0.0,20.0,<=7jt
10009,22,?,34616,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Perempuan,0.0,0.0,20.0,<=7jt
10010,66,Pemerintah Lokal,75134,SMA,9,Janda,Pemuka Agama,Perempuan,0.0,0.0,25.0,<=7jt
10011,38,Wiraswasta,187748,Sarjana,13,Menikah,Spesialis,Laki2,0.0,0.0,40.0,>7jt
10012,29,Pekerja Bebas Perusahaan,263786,Sarjana,13,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,40.0,>7jt
10013,18,Pemerintah Negara,30687,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Laki2,0.0,0.0,10.0,<=7jt
10014,30,Wiraswasta,206046,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,25872000.0,40.0,>7jt
10015,52,Wiraswasta,137428,SMA,9,Cerai,Supir,Laki2,0.0,0.0,45.0,<=7jt
10016,43,Wiraswasta,248094,SMA,9,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,44.0,>7jt
10017,43,Pemerintah Lokal,31621,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Perempuan,0.0,0.0,20.0,<=7jt
10018,33,Wiraswasta,176410,Master,14,Menikah,Spesialis,Perempuan,72492000.0,0.0,10.0,>7jt
10019,26,Wiraswasta,248057,SMA,9,Berpisah,Pembersih,Laki2,0.0,0.0,40.0,<=7jt
10020,27,Wiraswasta,51025,SMA,9,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,40.0,<=7jt
10021,50,Pemerintah Provinsi,159670,SMA,9,Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,>7jt
10022,37,Pemerintah Lokal,188612,Master,14,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,50.0,>7jt
10023,26,Pekerja Bebas Bukan Perusahan,253899,Sarjana,13,Cerai,Sales,Laki2,0.0,0.0,40.0,<=7jt
10024,34,Wiraswasta,213722,SMA,9,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,40.0,<=7jt
10025,23,Wiraswasta,378460,Pendidikan Tinggi,10,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,20.0,<=7jt
10026,23,Wiraswasta,182117,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,<=7jt
10027,36,Wiraswasta,102864,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Perempuan,0.0,0.0,40.0,<=7jt
10028,26,Wiraswasta,39092,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,56896000.0,0.0,50.0,<=7jt
10029,18,?,457710,11th,7,Belum Pernah Menikah,?,Laki2,0.0,0.0,16.0,<=7jt
10030,50,Wiraswasta,162632,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,2.0,<=7jt
10031,27,Wiraswasta,312485,SMA,9,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,32.0,<=7jt
10032,36,Wiraswasta,300373,10th,6,Cerai,Mesin Inspeksi,Perempuan,0.0,0.0,40.0,<=7jt
10033,45,Wiraswasta,242391,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,60.0,>7jt
10034,39,Wiraswasta,141584,Pendidikan Tinggi,10,Menikah,Tech-support,Laki2,0.0,0.0,50.0,<=7jt
10035,37,Wiraswasta,365739,D3,12,Menikah,Tech-support,Laki2,0.0,0.0,40.0,>7jt
10036,28,Wiraswasta,185127,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,40.0,<=7jt
10037,17,Wiraswasta,266134,10th,6,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,12.0,<=7jt
10038,17,Wiraswasta,132859,10th,6,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,35.0,<=7jt
10039,48,Pekerja Bebas Bukan Perusahan,56841,Pendidikan Tinggi,10,Cerai,Supir,Laki2,0.0,0.0,40.0,<=7jt
10040,24,?,144898,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Laki2,0.0,0.0,40.0,<=7jt
10041,51,Pemerintah Negara,187686,SMA,9,Cerai,Pemuka Agama,Perempuan,0.0,0.0,38.0,<=7jt
10042,18,Wiraswasta,245199,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,<=7jt
10043,61,Wiraswasta,154536,10th,6,Janda,Perbaikan Kerajinan,Perempuan,0.0,28014000.0,40.0,<=7jt
10044,27,Wiraswasta,221977,1st-4th,2,Menikah LDR,Asisten Rumah Tangga,Perempuan,0.0,0.0,40.0,<=7jt
10045,38,Wiraswasta,162164,11th,7,Janda,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
10046,38,Wiraswasta,192337,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,107632000.0,0.0,40.0,>7jt
10047,53,Wiraswasta,98791,Pendidikan Tinggi,10,Menikah,Tech-support,Laki2,0.0,0.0,40.0,<=7jt
10048,34,Wiraswasta,185820,SMA,9,Menikah,Sales,Perempuan,0.0,0.0,40.0,<=7jt
10049,47,Wiraswasta,209146,Master,14,Cerai,Sales,Laki2,389592000.0,0.0,40.0,>7jt
10050,49,Wiraswasta,149809,SD,1,Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,<=7jt
10051,18,Wiraswasta,180725,11th,7,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,16.0,<=7jt
10052,22,Pemerintah Lokal,50065,Sarjana,13,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,35.0,<=7jt
10053,55,Wiraswasta,144084,10th,6,Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,<=7jt
10054,36,Wiraswasta,215373,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,70.0,<=7jt
10055,19,?,47713,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Perempuan,0.0,0.0,40.0,<=7jt
10056,41,?,168071,SMA,9,Menikah,?,Laki2,0.0,0.0,40.0,<=7jt
10057,32,Pemerintah Provinsi,42900,Sekolah Professional,15,Menikah,Spesialis,Laki2,210336000.0,0.0,50.0,>7jt
10058,62,Wiraswasta,195343,Doktor,16,Cerai,Spesialis,Laki2,210280000.0,0.0,50.0,>7jt
10059,81,?,143732,1st-4th,2,Janda,?,Laki2,0.0,0.0,30.0,<=7jt
10060,53,Wiraswasta,177727,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,50.0,>7jt
10061,36,Wiraswasta,81259,D3,12,Cerai,Spesialis,Perempuan,0.0,0.0,36.0,<=7jt
10062,36,Pekerja Bebas Bukan Perusahan,36270,SMA,9,Cerai,Supir,Laki2,0.0,0.0,60.0,<=7jt
10063,37,Wiraswasta,269722,SMA,9,Belum Pernah Menikah,Pemuka Agama,Laki2,0.0,0.0,38.0,<=7jt
10064,21,?,233923,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Perempuan,0.0,0.0,24.0,<=7jt
10065,51,Wiraswasta,185490,SMA,9,Cerai,Sales,Perempuan,0.0,0.0,40.0,<=7jt
10066,46,Wiraswasta,275792,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,<=7jt
10067,18,Wiraswasta,163332,SMA,9,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,22.0,<=7jt
10068,30,Wiraswasta,285902,D3,12,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
10069,42,Wiraswasta,162140,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,102172000.0,0.0,45.0,>7jt
10070,20,Wiraswasta,132053,SMA,9,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,24066000.0,40.0,<=7jt
10071,33,Wiraswasta,172584,SMA,9,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,22260000.0,50.0,<=7jt
10072,27,Pemerintah Lokal,29174,Sarjana,13,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,40.0,<=7jt
10073,49,?,178341,SMA,9,Menikah,?,Laki2,107632000.0,0.0,50.0,>7jt
10074,24,Wiraswasta,300584,SMA,9,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,40.0,<=7jt
10075,25,Wiraswasta,323229,Sarjana,13,Belum Pernah Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,<=7jt
10076,38,Wiraswasta,167882,Pendidikan Tinggi,10,Janda,Servis Lainnya,Perempuan,0.0,0.0,45.0,<=7jt
10077,29,Wiraswasta,174419,SMA,9,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,30.0,<=7jt
10078,47,Wiraswasta,30457,D4,11,Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,<=7jt
10079,42,Wiraswasta,169383,Master,14,Menikah,Spesialis,Laki2,0.0,0.0,40.0,>7jt
10080,65,Pekerja Bebas Perusahaan,116057,SMA,9,Cerai,Sales,Perempuan,94122000.0,0.0,40.0,<=7jt
10081,46,Wiraswasta,165468,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,50.0,>7jt
10082,25,Wiraswasta,242700,Pendidikan Tinggi,10,Belum Pernah Menikah,Supir,Laki2,147280000.0,0.0,50.0,>7jt
10083,64,Wiraswasta,133144,SMA,9,Menikah,Supir,Laki2,0.0,0.0,16.0,<=7jt
10084,45,Wiraswasta,167523,SMA,9,Menikah,Supir,Laki2,0.0,30506000.0,45.0,<=7jt
10085,55,Pemerintah Provinsi,31728,Pendidikan Tinggi,10,Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,>7jt
10086,26,Pekerja Bebas Bukan Perusahan,258306,10th,6,Menikah,Petani,Laki2,0.0,0.0,99.0,<=7jt
10087,39,Wiraswasta,262841,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,50.0,>7jt
10088,29,Pemerintah Negara,89487,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
10089,38,Wiraswasta,22042,D4,11,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,39.0,<=7jt
10090,43,Wiraswasta,274363,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,26628000.0,40.0,>7jt
10091,55,Wiraswasta,145214,SMA,9,Cerai,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
10092,27,Wiraswasta,149624,Pendidikan Tinggi,10,Menikah,Pemuka Agama,Laki2,0.0,0.0,30.0,<=7jt
10093,22,Wiraswasta,118235,SMA,9,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,55.0,<=7jt
10094,47,Pemerintah Lokal,275517,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Perempuan,0.0,0.0,72.0,<=7jt
10095,49,Wiraswasta,149218,SMA,9,Cerai,Perbaikan Kerajinan,Laki2,0.0,0.0,50.0,<=7jt
10096,44,Wiraswasta,222434,SMA,9,Cerai,Mesin Inspeksi,Laki2,0.0,0.0,40.0,<=7jt
10097,28,Pemerintah Lokal,138332,Doktor,16,Cerai,Spesialis,Perempuan,0.0,0.0,40.0,<=7jt
10098,75,Pekerja Bebas Bukan Perusahan,231741,Doktor,16,Menikah,Spesialis,Laki2,69034000.0,0.0,3.0,<=7jt
10099,46,Pekerja Bebas Bukan Perusahan,225065,Sarjana,13,Berpisah,Servis Lainnya,Perempuan,0.0,0.0,45.0,<=7jt
10100,24,Wiraswasta,310380,Pendidikan Tinggi,10,Menikah LDR,Pemuka Agama,Perempuan,0.0,0.0,45.0,<=7jt
10101,25,Wiraswasta,135845,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
10102,34,Wiraswasta,49325,Master,14,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,>7jt
10103,36,Wiraswasta,66304,Pendidikan Tinggi,10,Menikah,Supir,Laki2,0.0,0.0,45.0,<=7jt
10104,41,Wiraswasta,175674,Sarjana,13,Menikah,Tech-support,Laki2,0.0,0.0,40.0,>7jt
10105,25,Wiraswasta,156334,10th,6,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,<=7jt
10106,47,Pemerintah Lokal,242552,Pendidikan Tinggi,10,Belum Pernah Menikah,Penjaga,Laki2,0.0,0.0,40.0,<=7jt
10107,22,Wiraswasta,201268,Sarjana,13,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,15.0,<=7jt
10108,42,Wiraswasta,194636,Sarjana,13,Menikah,Spesialis,Laki2,0.0,0.0,45.0,>7jt
10109,40,Pemerintah Negara,67874,Sarjana,13,Menikah,Pemuka Agama,Laki2,0.0,26418000.0,45.0,>7jt
10110,31,Wiraswasta,324386,11th,7,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
10111,21,Wiraswasta,176262,Pendidikan Tinggi,10,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,30.0,<=7jt
10112,38,Pekerja Bebas Bukan Perusahan,166497,Sekolah Professional,15,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,60.0,>7jt
10113,42,Wiraswasta,188243,Sarjana,13,Cerai,Ekesekutif Managerial,Perempuan,0.0,0.0,50.0,>7jt
10114,61,Pekerja Bebas Bukan Perusahan,115882,1st-4th,2,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,20.0,<=7jt
10115,42,Wiraswasta,141186,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,40.0,<=7jt
10116,27,Wiraswasta,190525,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,102172000.0,0.0,55.0,>7jt
10117,21,Wiraswasta,449101,SMA,9,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,<=7jt
10118,21,Wiraswasta,169188,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Perempuan,0.0,0.0,35.0,<=7jt
10119,44,Pekerja Bebas Perusahaan,398473,Pendidikan Tinggi,10,Menikah,Sales,Laki2,0.0,0.0,70.0,>7jt
10120,40,Wiraswasta,147099,Sarjana,13,Menikah,Spesialis,Perempuan,0.0,0.0,5.0,<=7jt
10121,28,Wiraswasta,185896,Pendidikan Tinggi,10,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,47.0,<=7jt
10122,70,Wiraswasta,176285,SMA,9,Cerai,Servis Lainnya,Perempuan,0.0,0.0,23.0,<=7jt
10123,22,?,199005,D3,12,Belum Pernah Menikah,?,Laki2,0.0,0.0,40.0,<=7jt
10124,64,Wiraswasta,239450,Pendidikan Tinggi,10,Menikah,Sales,Laki2,0.0,0.0,40.0,<=7jt
10125,62,Wiraswasta,176965,7th-8th,4,Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,<=7jt
10126,46,Pemerintah Provinsi,106252,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
10127,19,Wiraswasta,279968,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,20.0,<=7jt
10128,74,Wiraswasta,129879,SMA,9,Janda,Pemuka Agama,Perempuan,221634000.0,0.0,40.0,>7jt
10129,19,Wiraswasta,120003,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,20.0,<=7jt
10130,51,Wiraswasta,259363,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,60.0,>7jt
